"","hgnc_symbol","description"
"ENSG00000188611","ASAH2","N-acylsphingosine amidohydrolase 2 [Source:HGNC Symbol;Acc:HGNC:18860]"
"ENSG00000188613","NANOS1","nanos C2HC-type zinc finger 1 [Source:HGNC Symbol;Acc:HGNC:23044]"
"ENSG00000188620","HMX3","H6 family homeobox 3 [Source:HGNC Symbol;Acc:HGNC:5019]"
"ENSG00000188649","CC2D2B","coiled-coil and C2 domain containing 2B [Source:HGNC Symbol;Acc:HGNC:31666]"
"ENSG00000188690","UROS","uroporphyrinogen III synthase [Source:HGNC Symbol;Acc:HGNC:12592]"
"ENSG00000188735","TMEM120B","transmembrane protein 120B [Source:HGNC Symbol;Acc:HGNC:32008]"
"ENSG00000188811","NHLRC3","NHL repeat containing 3 [Source:HGNC Symbol;Acc:HGNC:33751]"
"ENSG00000188816","HMX2","H6 family homeobox 2 [Source:HGNC Symbol;Acc:HGNC:5018]"
"ENSG00000188906","LRRK2","leucine rich repeat kinase 2 [Source:HGNC Symbol;Acc:HGNC:18618]"
"ENSG00000188916","INSYN2A","inhibitory synaptic factor 2A [Source:HGNC Symbol;Acc:HGNC:33859]"
"ENSG00000188959","C9orf152","chromosome 9 open reading frame 152 [Source:HGNC Symbol;Acc:HGNC:31455]"
"ENSG00000188997","KCTD21","potassium channel tetramerization domain containing 21 [Source:HGNC Symbol;Acc:HGNC:27452]"
"ENSG00000189046","ALKBH2","alkB homolog 2, alpha-ketoglutarate dependent dioxygenase [Source:HGNC Symbol;Acc:HGNC:32487]"
"ENSG00000189057","FAM111B","FAM111 trypsin like peptidase B [Source:HGNC Symbol;Acc:HGNC:24200]"
"ENSG00000189079","ARID2","AT-rich interaction domain 2 [Source:HGNC Symbol;Acc:HGNC:18037]"
"ENSG00000189129","PLAC9","placenta associated 9 [Source:HGNC Symbol;Acc:HGNC:19255]"
"ENSG00000189167","ZAR1L","zygote arrest 1 like [Source:HGNC Symbol;Acc:HGNC:37116]"
"ENSG00000189180","ZNF33A","zinc finger protein 33A [Source:HGNC Symbol;Acc:HGNC:13096]"
"ENSG00000189319","FAM53B","family with sequence similarity 53 member B [Source:HGNC Symbol;Acc:HGNC:28968]"
"ENSG00000189431","RASSF10","Ras association domain family member 10 [Source:HGNC Symbol;Acc:HGNC:33984]"
"ENSG00000196072","BLOC1S2","biogenesis of lysosomal organelles complex 1 subunit 2 [Source:HGNC Symbol;Acc:HGNC:20984]"
"ENSG00000196091","MYBPC1","myosin binding protein C1 [Source:HGNC Symbol;Acc:HGNC:7549]"
"ENSG00000196139","AKR1C3","aldo-keto reductase family 1 member C3 [Source:HGNC Symbol;Acc:HGNC:386]"
"ENSG00000196167","COLCA1","colorectal cancer associated 1 [Source:HGNC Symbol;Acc:HGNC:33789]"
"ENSG00000196177","ACADSB","acyl-CoA dehydrogenase short/branched chain [Source:HGNC Symbol;Acc:HGNC:91]"
"ENSG00000196233","LCOR","ligand dependent nuclear receptor corepressor [Source:HGNC Symbol;Acc:HGNC:29503]"
"ENSG00000196323","ZBTB44","zinc finger and BTB domain containing 44 [Source:HGNC Symbol;Acc:HGNC:25001]"
"ENSG00000196363","WDR5","WD repeat domain 5 [Source:HGNC Symbol;Acc:HGNC:12757]"
"ENSG00000196371","FUT4","fucosyltransferase 4 [Source:HGNC Symbol;Acc:HGNC:4015]"
"ENSG00000196372","ASB13","ankyrin repeat and SOCS box containing 13 [Source:HGNC Symbol;Acc:HGNC:19765]"
"ENSG00000196387","ZNF140","zinc finger protein 140 [Source:HGNC Symbol;Acc:HGNC:12925]"
"ENSG00000196458","ZNF605","zinc finger protein 605 [Source:HGNC Symbol;Acc:HGNC:28068]"
"ENSG00000196465","MYL6B","myosin light chain 6B [Source:HGNC Symbol;Acc:HGNC:29823]"
"ENSG00000196498","NCOR2","nuclear receptor corepressor 2 [Source:HGNC Symbol;Acc:HGNC:7673]"
"ENSG00000196510","ANAPC7","anaphase promoting complex subunit 7 [Source:HGNC Symbol;Acc:HGNC:17380]"
"ENSG00000196531","NACA","nascent polypeptide associated complex subunit alpha [Source:HGNC Symbol;Acc:HGNC:7629]"
"ENSG00000196566","","novel transcript"
"ENSG00000196600","SLC22A25","solute carrier family 22 member 25 [Source:HGNC Symbol;Acc:HGNC:32935]"
"ENSG00000196655","TRAPPC4","trafficking protein particle complex subunit 4 [Source:HGNC Symbol;Acc:HGNC:19943]"
"ENSG00000196668","LINC00173","long intergenic non-protein coding RNA 173 [Source:HGNC Symbol;Acc:HGNC:33791]"
"ENSG00000196693","ZNF33B","zinc finger protein 33B [Source:HGNC Symbol;Acc:HGNC:13097]"
"ENSG00000196793","ZNF239","zinc finger protein 239 [Source:HGNC Symbol;Acc:HGNC:13031]"
"ENSG00000196850","PPTC7","protein phosphatase targeting COQ7 [Source:HGNC Symbol;Acc:HGNC:30695]"
"ENSG00000196865","NHLRC2","NHL repeat containing 2 [Source:HGNC Symbol;Acc:HGNC:24731]"
"ENSG00000196876","SCN8A","sodium voltage-gated channel alpha subunit 8 [Source:HGNC Symbol;Acc:HGNC:10596]"
"ENSG00000196914","ARHGEF12","Rho guanine nucleotide exchange factor 12 [Source:HGNC Symbol;Acc:HGNC:14193]"
"ENSG00000196917","HCAR1","hydroxycarboxylic acid receptor 1 [Source:HGNC Symbol;Acc:HGNC:4532]"
"ENSG00000196935","SRGAP1","SLIT-ROBO Rho GTPase activating protein 1 [Source:HGNC Symbol;Acc:HGNC:17382]"
"ENSG00000196954","CASP4","caspase 4 [Source:HGNC Symbol;Acc:HGNC:1505]"
"ENSG00000196968","FUT11","fucosyltransferase 11 [Source:HGNC Symbol;Acc:HGNC:19233]"
"ENSG00000197111","PCBP2","poly(rC) binding protein 2 [Source:HGNC Symbol;Acc:HGNC:8648]"
"ENSG00000197136","PCNX3","pecanex 3 [Source:HGNC Symbol;Acc:HGNC:18760]"
"ENSG00000197142","ACSL5","acyl-CoA synthetase long chain family member 5 [Source:HGNC Symbol;Acc:HGNC:16526]"
"ENSG00000197149","","ribosomal protein S2 (RPS2) pseudogene"
"ENSG00000197177","ADGRA1","adhesion G protein-coupled receptor A1 [Source:HGNC Symbol;Acc:HGNC:13838]"
"ENSG00000197191","CYSRT1","cysteine rich tail 1 [Source:HGNC Symbol;Acc:HGNC:30529]"
"ENSG00000197301","HMGA2-AS1","HMGA2 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:53973]"
"ENSG00000197308","GATA3-AS1","GATA3 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:33786]"
"ENSG00000197321","SVIL","supervillin [Source:HGNC Symbol;Acc:HGNC:11480]"
"ENSG00000197345","MRPL21","mitochondrial ribosomal protein L21 [Source:HGNC Symbol;Acc:HGNC:14479]"
"ENSG00000197444","OGDHL","oxoglutarate dehydrogenase L [Source:HGNC Symbol;Acc:HGNC:25590]"
"ENSG00000197580","BCO2","beta-carotene oxygenase 2 [Source:HGNC Symbol;Acc:HGNC:18503]"
"ENSG00000197601","FAR1","fatty acyl-CoA reductase 1 [Source:HGNC Symbol;Acc:HGNC:26222]"
"ENSG00000197653","DNAH10","dynein axonemal heavy chain 10 [Source:HGNC Symbol;Acc:HGNC:2941]"
"ENSG00000197702","PARVA","parvin alpha [Source:HGNC Symbol;Acc:HGNC:14652]"
"ENSG00000197724","PHF2","PHD finger protein 2 [Source:HGNC Symbol;Acc:HGNC:8920]"
"ENSG00000197728","RPS26","ribosomal protein S26 [Source:HGNC Symbol;Acc:HGNC:10414]"
"ENSG00000197746","PSAP","prosaposin [Source:HGNC Symbol;Acc:HGNC:9498]"
"ENSG00000197748","CFAP43","cilia and flagella associated protein 43 [Source:HGNC Symbol;Acc:HGNC:26684]"
"ENSG00000197771","MCMBP","minichromosome maintenance complex binding protein [Source:HGNC Symbol;Acc:HGNC:25782]"
"ENSG00000197798","FAM118B","family with sequence similarity 118 member B [Source:HGNC Symbol;Acc:HGNC:26110]"
"ENSG00000197837","H4C16","H4 histone 16 [Source:HGNC Symbol;Acc:HGNC:20510]"
"ENSG00000197859","ADAMTSL2","ADAMTS like 2 [Source:HGNC Symbol;Acc:HGNC:14631]"
"ENSG00000197870","PRB3","proline rich protein BstNI subfamily 3 [Source:HGNC Symbol;Acc:HGNC:9339]"
"ENSG00000197889","MEIG1","meiosis/spermiogenesis associated 1 [Source:HGNC Symbol;Acc:HGNC:23429]"
"ENSG00000197893","NRAP","nebulin related anchoring protein [Source:HGNC Symbol;Acc:HGNC:7988]"
"ENSG00000197905","TEAD4","TEA domain transcription factor 4 [Source:HGNC Symbol;Acc:HGNC:11717]"
"ENSG00000198001","IRAK4","interleukin 1 receptor associated kinase 4 [Source:HGNC Symbol;Acc:HGNC:17967]"
"ENSG00000198015","MRPL42","mitochondrial ribosomal protein L42 [Source:HGNC Symbol;Acc:HGNC:14493]"
"ENSG00000198018","ENTPD7","ectonucleoside triphosphate diphosphohydrolase 7 [Source:HGNC Symbol;Acc:HGNC:19745]"
"ENSG00000198040","ZNF84","zinc finger protein 84 [Source:HGNC Symbol;Acc:HGNC:13159]"
"ENSG00000198056","PRIM1","DNA primase subunit 1 [Source:HGNC Symbol;Acc:HGNC:9369]"
"ENSG00000198060","MARCHF5","membrane associated ring-CH-type finger 5 [Source:HGNC Symbol;Acc:HGNC:26025]"
"ENSG00000198105","ZNF248","zinc finger protein 248 [Source:HGNC Symbol;Acc:HGNC:13041]"
"ENSG00000198134","PTMAP9","prothymosin alpha pseudogene 9 [Source:HGNC Symbol;Acc:HGNC:34054]"
"ENSG00000198168","SVIP","small VCP interacting protein [Source:HGNC Symbol;Acc:HGNC:25238]"
"ENSG00000198246","SLC29A3","solute carrier family 29 member 3 [Source:HGNC Symbol;Acc:HGNC:23096]"
"ENSG00000198270","TMEM116","transmembrane protein 116 [Source:HGNC Symbol;Acc:HGNC:25084]"
"ENSG00000198298","ZNF485","zinc finger protein 485 [Source:HGNC Symbol;Acc:HGNC:23440]"
"ENSG00000198324","PHETA1","PH domain containing endocytic trafficking adaptor 1 [Source:HGNC Symbol;Acc:HGNC:26509]"
"ENSG00000198331","HYLS1","HYLS1 centriolar and ciliogenesis associated [Source:HGNC Symbol;Acc:HGNC:26558]"
"ENSG00000198382","UVRAG","UV radiation resistance associated [Source:HGNC Symbol;Acc:HGNC:12640]"
"ENSG00000198393","ZNF26","zinc finger protein 26 [Source:HGNC Symbol;Acc:HGNC:13053]"
"ENSG00000198408","OGA","O-GlcNAcase [Source:HGNC Symbol;Acc:HGNC:7056]"
"ENSG00000198431","TXNRD1","thioredoxin reductase 1 [Source:HGNC Symbol;Acc:HGNC:12437]"
"ENSG00000198542","ITGBL1","integrin subunit beta like 1 [Source:HGNC Symbol;Acc:HGNC:6164]"
"ENSG00000198546","ZNF511","zinc finger protein 511 [Source:HGNC Symbol;Acc:HGNC:28445]"
"ENSG00000198553","KCNRG","potassium channel regulator [Source:HGNC Symbol;Acc:HGNC:18893]"
"ENSG00000198561","CTNND1","catenin delta 1 [Source:HGNC Symbol;Acc:HGNC:2515]"
"ENSG00000198598","MMP17","matrix metallopeptidase 17 [Source:HGNC Symbol;Acc:HGNC:7163]"
"ENSG00000198610","AKR1C4","aldo-keto reductase family 1 member C4 [Source:HGNC Symbol;Acc:HGNC:387]"
"ENSG00000198642","KLHL9","kelch like family member 9 [Source:HGNC Symbol;Acc:HGNC:18732]"
"ENSG00000198673","TAFA2","TAFA chemokine like family member 2 [Source:HGNC Symbol;Acc:HGNC:21589]"
"ENSG00000198682","PAPSS2","3'-phosphoadenosine 5'-phosphosulfate synthase 2 [Source:HGNC Symbol;Acc:HGNC:8604]"
"ENSG00000198707","CEP290","centrosomal protein 290 [Source:HGNC Symbol;Acc:HGNC:29021]"
"ENSG00000198728","LDB1","LIM domain binding 1 [Source:HGNC Symbol;Acc:HGNC:6532]"
"ENSG00000198730","CTR9","CTR9 homolog, Paf1/RNA polymerase II complex component [Source:HGNC Symbol;Acc:HGNC:16850]"
"ENSG00000198774","RASSF9","Ras association domain family member 9 [Source:HGNC Symbol;Acc:HGNC:15739]"
"ENSG00000198825","INPP5F","inositol polyphosphate-5-phosphatase F [Source:HGNC Symbol;Acc:HGNC:17054]"
"ENSG00000198855","FICD","FIC domain protein adenylyltransferase [Source:HGNC Symbol;Acc:HGNC:18416]"
"ENSG00000198873","GRK5","G protein-coupled receptor kinase 5 [Source:HGNC Symbol;Acc:HGNC:4544]"
"ENSG00000198879","SFMBT2","Scm like with four mbt domains 2 [Source:HGNC Symbol;Acc:HGNC:20256]"
"ENSG00000198924","DCLRE1A","DNA cross-link repair 1A [Source:HGNC Symbol;Acc:HGNC:17660]"
"ENSG00000198954","KIFBP","kinesin family binding protein [Source:HGNC Symbol;Acc:HGNC:23419]"
"ENSG00000198964","SGMS1","sphingomyelin synthase 1 [Source:HGNC Symbol;Acc:HGNC:29799]"
"ENSG00000199038","MIR210","microRNA 210 [Source:HGNC Symbol;Acc:HGNC:31587]"
"ENSG00000199325","RNU4-39P","RNA, U4 small nuclear 39, pseudogene [Source:HGNC Symbol;Acc:HGNC:46975]"
"ENSG00000199477","SNORA31","small nucleolar RNA, H/ACA box 31 [Source:HGNC Symbol;Acc:HGNC:32621]"
"ENSG00000200090","","Y RNA [Source:RFAM;Acc:RF00019]"
"ENSG00000200152","RNU6-216P","RNA, U6 small nuclear 216, pseudogene [Source:HGNC Symbol;Acc:HGNC:47179]"
"ENSG00000200170","","Y RNA [Source:RFAM;Acc:RF00019]"
"ENSG00000200376","RNU5E-10P","RNA, U5E small nuclear 10, pseudogene [Source:HGNC Symbol;Acc:HGNC:42533]"
"ENSG00000200737","","Y RNA [Source:RFAM;Acc:RF00019]"
"ENSG00000200879","SNORD14E","small nucleolar RNA, C/D box 14E [Source:HGNC Symbol;Acc:HGNC:30354]"
"ENSG00000201208","","Y RNA [Source:RFAM;Acc:RF00019]"
"ENSG00000201469","RNA5SP379","RNA, 5S ribosomal pseudogene 379 [Source:HGNC Symbol;Acc:HGNC:43279]"
"ENSG00000201684","RN7SKP239","RN7SK pseudogene 239 [Source:HGNC Symbol;Acc:HGNC:45963]"
"ENSG00000202290","RNA5SP37","RNA, 5S ribosomal pseudogene 37 [Source:HGNC Symbol;Acc:HGNC:42613]"
"ENSG00000202314","SNORD6","small nucleolar RNA, C/D box 6 [Source:HGNC Symbol;Acc:HGNC:32703]"
"ENSG00000202522","","Y RNA [Source:RFAM;Acc:RF00019]"
"ENSG00000203279","","novel transcript"
"ENSG00000203321","CARNMT1-AS1","CARNMT1 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:51188]"
"ENSG00000203497","PDCD4-AS1","PDCD4 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:27425]"
"ENSG00000203772","SPRN","shadow of prion protein [Source:HGNC Symbol;Acc:HGNC:16871]"
"ENSG00000203780","FANK1","fibronectin type III and ankyrin repeat domains 1 [Source:HGNC Symbol;Acc:HGNC:23527]"
"ENSG00000203791","EEF1AKMT2","EEF1A lysine methyltransferase 2 [Source:HGNC Symbol;Acc:HGNC:33787]"
"ENSG00000203876","ADD3-AS1","ADD3 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:48682]"
"ENSG00000203942","C10orf62","chromosome 10 open reading frame 62 [Source:HGNC Symbol;Acc:HGNC:23294]"
"ENSG00000203993","ARRDC1-AS1","ARRDC1 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:23395]"
"ENSG00000204049","","novel transcript, antisense to DLG5"
"ENSG00000204054","LINC00963","long intergenic non-protein coding RNA 963 [Source:HGNC Symbol;Acc:HGNC:48716]"
"ENSG00000204130","RUFY2","RUN and FYVE domain containing 2 [Source:HGNC Symbol;Acc:HGNC:19761]"
"ENSG00000204147","ASAH2B","N-acylsphingosine amidohydrolase 2B [Source:HGNC Symbol;Acc:HGNC:23456]"
"ENSG00000204149","AGAP6","ArfGAP with GTPase domain, ankyrin repeat and PH domain 6 [Source:HGNC Symbol;Acc:HGNC:23466]"
"ENSG00000204152","TIMM23B","translocase of inner mitochondrial membrane 23 homolog B [Source:HGNC Symbol;Acc:HGNC:23581]"
"ENSG00000204172","AGAP9","ArfGAP with GTPase domain, ankyrin repeat and PH domain 9 [Source:HGNC Symbol;Acc:HGNC:23463]"
"ENSG00000204175","GPRIN2","G protein regulated inducer of neurite outgrowth 2 [Source:HGNC Symbol;Acc:HGNC:23730]"
"ENSG00000204176","SYT15","synaptotagmin 15 [Source:HGNC Symbol;Acc:HGNC:17167]"
"ENSG00000204177","BMS1P1","BMS1 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:23649]"
"ENSG00000204291","COL15A1","collagen type XV alpha 1 chain [Source:HGNC Symbol;Acc:HGNC:2192]"
"ENSG00000204370","SDHD","succinate dehydrogenase complex subunit D [Source:HGNC Symbol;Acc:HGNC:10683]"
"ENSG00000204381","LAYN","layilin [Source:HGNC Symbol;Acc:HGNC:29471]"
"ENSG00000204397","CARD16","caspase recruitment domain family member 16 [Source:HGNC Symbol;Acc:HGNC:33701]"
"ENSG00000204571","KRTAP5-11","keratin associated protein 5-11 [Source:HGNC Symbol;Acc:HGNC:23606]"
"ENSG00000204583","LRCOL1","leucine rich colipase like 1 [Source:HGNC Symbol;Acc:HGNC:44160]"
"ENSG00000204603","LINC01257","long intergenic non-protein coding RNA 1257 [Source:HGNC Symbol;Acc:HGNC:26972]"
"ENSG00000204671","IL31","interleukin 31 [Source:HGNC Symbol;Acc:HGNC:19372]"
"ENSG00000204682","MIR1915HG","MIR1915 host gene [Source:HGNC Symbol;Acc:HGNC:31448]"
"ENSG00000204706","MAMDC2-AS1","MAMDC2 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:48719]"
"ENSG00000204710","SPDYC","speedy/RINGO cell cycle regulator family member C [Source:HGNC Symbol;Acc:HGNC:32681]"
"ENSG00000204711","CFAP95","cilia and flagella associated protein 95 [Source:HGNC Symbol;Acc:HGNC:31422]"
"ENSG00000204778","ZNG1DP","Zn regulated GTPase metalloprotein activator 1D, pseudogene [Source:HGNC Symbol;Acc:HGNC:18520]"
"ENSG00000204842","ATXN2","ataxin 2 [Source:HGNC Symbol;Acc:HGNC:10555]"
"ENSG00000204852","TCTN1","tectonic family member 1 [Source:HGNC Symbol;Acc:HGNC:26113]"
"ENSG00000204856","FAM216A","family with sequence similarity 216 member A [Source:HGNC Symbol;Acc:HGNC:30180]"
"ENSG00000204860","FAM201A","family with sequence similarity 201 member A [Source:HGNC Symbol;Acc:HGNC:27239]"
"ENSG00000204899","MZT1","mitotic spindle organizing protein 1 [Source:HGNC Symbol;Acc:HGNC:33830]"
"ENSG00000204922","UQCC3","ubiquinol-cytochrome c reductase complex assembly factor 3 [Source:HGNC Symbol;Acc:HGNC:34399]"
"ENSG00000204954","UQCC6","ubiquinol-cytochrome c reductase complex assembly factor 6 [Source:HGNC Symbol;Acc:HGNC:34450]"
"ENSG00000204977","TRIM13","tripartite motif containing 13 [Source:HGNC Symbol;Acc:HGNC:9976]"
"ENSG00000205057","CLLU1-AS1","CLLU1 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:24070]"
"ENSG00000205105","COX17P1","COX17 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:24341]"
"ENSG00000205177","C11orf91","chromosome 11 open reading frame 91 [Source:HGNC Symbol;Acc:HGNC:34444]"
"ENSG00000205213","LGR4","leucine rich repeat containing G protein-coupled receptor 4 [Source:HGNC Symbol;Acc:HGNC:13299]"
"ENSG00000205323","SARNP","SAP domain containing ribonucleoprotein [Source:HGNC Symbol;Acc:HGNC:24432]"
"ENSG00000205339","IPO7","importin 7 [Source:HGNC Symbol;Acc:HGNC:9852]"
"ENSG00000205352","PRR13","proline rich 13 [Source:HGNC Symbol;Acc:HGNC:24528]"
"ENSG00000205426","KRT81","keratin 81 [Source:HGNC Symbol;Acc:HGNC:6458]"
"ENSG00000205488","CALML3-AS1","CALML3 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:44682]"
"ENSG00000205531","NAP1L4","nucleosome assembly protein 1 like 4 [Source:HGNC Symbol;Acc:HGNC:7640]"
"ENSG00000205693","MANSC4","MANSC domain containing 4 [Source:HGNC Symbol;Acc:HGNC:40023]"
"ENSG00000205707","ETFRF1","electron transfer flavoprotein regulatory factor 1 [Source:HGNC Symbol;Acc:HGNC:27052]"
"ENSG00000205740","","novel transcript, antisense to GTPBP4"
"ENSG00000205791","LOH12CR2","loss of heterozygosity on chromosome 12, region 2 [Source:HGNC Symbol;Acc:HGNC:26524]"
"ENSG00000205808","PLPP6","phospholipid phosphatase 6 [Source:HGNC Symbol;Acc:HGNC:23682]"
"ENSG00000205864","KRTAP5-6","keratin associated protein 5-6 [Source:HGNC Symbol;Acc:HGNC:23600]"
"ENSG00000205865","FAM99B","family with sequence similarity 99 member B [Source:HGNC Symbol;Acc:HGNC:32369]"
"ENSG00000205866","FAM99A","family with sequence similarity 99 member A [Source:HGNC Symbol;Acc:HGNC:32368]"
"ENSG00000205869","KRTAP5-1","keratin associated protein 5-1 [Source:HGNC Symbol;Acc:HGNC:23596]"
"ENSG00000205885","C1RL-AS1","C1RL antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:27461]"
"ENSG00000206013","IFITM5","interferon induced transmembrane protein 5 [Source:HGNC Symbol;Acc:HGNC:16644]"
"ENSG00000206147","RPL23AP57","ribosomal protein L23a pseudogene 57 [Source:HGNC Symbol;Acc:HGNC:36971]"
"ENSG00000206612","SNORA2A","small nucleolar RNA, H/ACA box 2A [Source:HGNC Symbol;Acc:HGNC:32584]"
"ENSG00000206790","","Y RNA [Source:RFAM;Acc:RF00019]"
"ENSG00000206897","SNORA9B","small nucleolar RNA, H/ACA box 9B [Source:HGNC Symbol;Acc:HGNC:52223]"
"ENSG00000206913","",""
"ENSG00000206992","RNU6-574P","RNA, U6 small nuclear 574, pseudogene [Source:HGNC Symbol;Acc:HGNC:47537]"
"ENSG00000207008","SNORA54","small nucleolar RNA, H/ACA box 54 [Source:HGNC Symbol;Acc:HGNC:32647]"
"ENSG00000207031","SNORD59A","small nucleolar RNA, C/D box 59A [Source:HGNC Symbol;Acc:HGNC:10210]"
"ENSG00000207185","RNU6-1157P","RNA, U6 small nuclear 1157, pseudogene [Source:HGNC Symbol;Acc:HGNC:48120]"
"ENSG00000207313","SNORA2B","small nucleolar RNA, H/ACA box 2B [Source:HGNC Symbol;Acc:HGNC:32585]"
"ENSG00000207445","SNORD15B","small nucleolar RNA, C/D box 15B [Source:HGNC Symbol;Acc:HGNC:16649]"
"ENSG00000207551","MIR608","microRNA 608 [Source:HGNC Symbol;Acc:HGNC:32864]"
"ENSG00000207805","MIR483","microRNA 483 [Source:HGNC Symbol;Acc:HGNC:32340]"
"ENSG00000208028","MIR616","microRNA 616 [Source:HGNC Symbol;Acc:HGNC:32872]"
"ENSG00000211450","SELENOH","selenoprotein H [Source:HGNC Symbol;Acc:HGNC:18251]"
"ENSG00000211455","STK38L","serine/threonine kinase 38 like [Source:HGNC Symbol;Acc:HGNC:17848]"
"ENSG00000211584","SLC48A1","solute carrier family 48 member 1 [Source:HGNC Symbol;Acc:HGNC:26035]"
"ENSG00000212124","TAS2R19","taste 2 receptor member 19 [Source:HGNC Symbol;Acc:HGNC:19108]"
"ENSG00000212125","TAS2R15P","taste 2 receptor member 15 pseudogene [Source:HGNC Symbol;Acc:HGNC:19106]"
"ENSG00000212126","TAS2R50","taste 2 receptor member 50 [Source:HGNC Symbol;Acc:HGNC:18882]"
"ENSG00000212127","TAS2R14","taste 2 receptor member 14 [Source:HGNC Symbol;Acc:HGNC:14920]"
"ENSG00000212135","SNORD67","small nucleolar RNA, C/D box 67 [Source:HGNC Symbol;Acc:HGNC:32728]"
"ENSG00000212332","RNU6-780P","RNA, U6 small nuclear 780, pseudogene [Source:HGNC Symbol;Acc:HGNC:47743]"
"ENSG00000212396","RNA5SP323","RNA, 5S ribosomal pseudogene 323 [Source:HGNC Symbol;Acc:HGNC:43223]"
"ENSG00000212440","","Small nucleolar RNA SNORA75 [Source:RFAM;Acc:RF00072]"
"ENSG00000212443","SNORA53","small nucleolar RNA, H/ACA box 53 [Source:HGNC Symbol;Acc:HGNC:32646]"
"ENSG00000212464","SNORA12","small nucleolar RNA, H/ACA box 12 [Source:HGNC Symbol;Acc:HGNC:32600]"
"ENSG00000212533","","Small nucleolar RNA SNORA75 [Source:RFAM;Acc:RF00072]"
"ENSG00000212607","SNORA3B","small nucleolar RNA, H/ACA box 3B [Source:HGNC Symbol;Acc:HGNC:32638]"
"ENSG00000212694","LINC01089","long intergenic non-protein coding RNA 1089 [Source:HGNC Symbol;Acc:HGNC:27886]"
"ENSG00000212743","LINC02656","long intergenic non-protein coding RNA 2656 [Source:HGNC Symbol;Acc:HGNC:54142]"
"ENSG00000212789","ST13P5","ST13, Hsp70 interacting protein pseudogene 5 [Source:HGNC Symbol;Acc:HGNC:18556]"
"ENSG00000213025","COX20P1","COX20 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:31435]"
"ENSG00000213144","","PDGFA associated protein 1 (PDAP1) pseudogene"
"ENSG00000213152","RPL7AP60","ribosomal protein L7a pseudogene 60 [Source:HGNC Symbol;Acc:HGNC:35859]"
