"","mgi_symbol","description"
"ENSMUSG00000107306","Gm42577","predicted gene 42577 [Source:MGI Symbol;Acc:MGI:5662714]"
"ENSMUSG00000107319","Gm42670","predicted gene 42670 [Source:MGI Symbol;Acc:MGI:5662807]"
"ENSMUSG00000107320","Gm42549","predicted gene 42549 [Source:MGI Symbol;Acc:MGI:5662686]"
"ENSMUSG00000107331","Gm42732","predicted gene 42732 [Source:MGI Symbol;Acc:MGI:5662869]"
"ENSMUSG00000107335","Gm43372","predicted gene 43372 [Source:MGI Symbol;Acc:MGI:5663509]"
"ENSMUSG00000107336","Gm43461","predicted gene 43461 [Source:MGI Symbol;Acc:MGI:5663598]"
"ENSMUSG00000107340","Gm42789","predicted gene 42789 [Source:MGI Symbol;Acc:MGI:5662926]"
"ENSMUSG00000107346","Gm43225","predicted gene 43225 [Source:MGI Symbol;Acc:MGI:5663362]"
"ENSMUSG00000107350","Gm19610","predicted gene, 19610 [Source:MGI Symbol;Acc:MGI:5011795]"
"ENSMUSG00000107355","AI839979","expressed sequence AI839979 [Source:MGI Symbol;Acc:MGI:2140975]"
"ENSMUSG00000107368","1700018A23Rik","RIKEN cDNA 1700018A23 gene [Source:MGI Symbol;Acc:MGI:1919481]"
"ENSMUSG00000107369","Gstm2-ps1","glutathione S-transferase mu 2 (muscle), pseudogene 1 [Source:MGI Symbol;Acc:MGI:3648223]"
"ENSMUSG00000107387","5430435K18Rik","RIKEN cDNA 5430435K18 gene [Source:MGI Symbol;Acc:MGI:1918607]"
"ENSMUSG00000107390","Gm43323","predicted gene 43323 [Source:MGI Symbol;Acc:MGI:5663460]"
"ENSMUSG00000107394","1700012J15Rik","RIKEN cDNA 1700012J15 gene [Source:MGI Symbol;Acc:MGI:1922737]"
"ENSMUSG00000107397","4930402H05Rik","RIKEN cDNA 4930402H05 gene [Source:MGI Symbol;Acc:MGI:1926044]"
"ENSMUSG00000107402","4732416N19Rik","RIKEN cDNA 4732416N19 gene [Source:MGI Symbol;Acc:MGI:2444634]"
"ENSMUSG00000107405","Gm44115","predicted gene, 44115 [Source:MGI Symbol;Acc:MGI:5690507]"
"ENSMUSG00000107411","Gm19040","predicted gene, 19040 [Source:MGI Symbol;Acc:MGI:5011225]"
"ENSMUSG00000107429","Gm44206","predicted gene, 44206 [Source:MGI Symbol;Acc:MGI:5690598]"
"ENSMUSG00000107432","Gm36189","predicted gene, 36189 [Source:MGI Symbol;Acc:MGI:5595348]"
"ENSMUSG00000107440","Gm40377","predicted gene, 40377 [Source:MGI Symbol;Acc:MGI:5623262]"
"ENSMUSG00000107458","Gm44040","predicted gene, 44040 [Source:MGI Symbol;Acc:MGI:5690432]"
"ENSMUSG00000107462","Gm7384","predicted gene 7384 [Source:MGI Symbol;Acc:MGI:3643739]"
"ENSMUSG00000107477","Gm44366","predicted gene, 44366 [Source:MGI Symbol;Acc:MGI:5690758]"
"ENSMUSG00000107478","Gm45234","predicted gene 45234 [Source:MGI Symbol;Acc:MGI:5753810]"
"ENSMUSG00000107497","Gm44957","predicted gene 44957 [Source:MGI Symbol;Acc:MGI:5753533]"
"ENSMUSG00000107499","Ccdc142","coiled-coil domain containing 142 [Source:MGI Symbol;Acc:MGI:3045292]"
"ENSMUSG00000107502","Gm44065","predicted gene, 44065 [Source:MGI Symbol;Acc:MGI:5690457]"
"ENSMUSG00000107505","Stambp-ps1","STAM binding protein, pseudogene 1 [Source:MGI Symbol;Acc:MGI:5010194]"
"ENSMUSG00000107509","Gm44941","predicted gene 44941 [Source:MGI Symbol;Acc:MGI:5753517]"
"ENSMUSG00000107524","Gm44136","predicted gene, 44136 [Source:MGI Symbol;Acc:MGI:5690528]"
"ENSMUSG00000107528","Gm44442","predicted gene, 44442 [Source:MGI Symbol;Acc:MGI:5690834]"
"ENSMUSG00000107549","Gm43961","predicted gene, 43961 [Source:MGI Symbol;Acc:MGI:5690353]"
"ENSMUSG00000107556","Gm44237","predicted gene, 44237 [Source:MGI Symbol;Acc:MGI:5690629]"
"ENSMUSG00000107560","Gm44199","predicted gene, 44199 [Source:MGI Symbol;Acc:MGI:5690591]"
"ENSMUSG00000107570","Gm44207","predicted gene, 44207 [Source:MGI Symbol;Acc:MGI:5690599]"
"ENSMUSG00000107577","Gm44103","predicted gene, 44103 [Source:MGI Symbol;Acc:MGI:5690495]"
"ENSMUSG00000107591","Gm6794","predicted gene 6794 [Source:MGI Symbol;Acc:MGI:3646483]"
"ENSMUSG00000107593","Gm44097","predicted gene, 44097 [Source:MGI Symbol;Acc:MGI:5690489]"
"ENSMUSG00000107596","Gm18913","predicted gene, 18913 [Source:MGI Symbol;Acc:MGI:5011098]"
"ENSMUSG00000107597","Gm44764","predicted gene 44764 [Source:MGI Symbol;Acc:MGI:5753340]"
"ENSMUSG00000107608","Gm43863","predicted gene, 43863 [Source:MGI Symbol;Acc:MGI:5690255]"
"ENSMUSG00000107610","D530018E20Rik","RIKEN cDNA D530018E20 gene [Source:MGI Symbol;Acc:MGI:1926117]"
"ENSMUSG00000107639","Gm4374","predicted gene 4374 [Source:MGI Symbol;Acc:MGI:3782559]"
"ENSMUSG00000107667","C530044C16Rik","RIKEN cDNA C530044C16 gene [Source:MGI Symbol;Acc:MGI:2443109]"
"ENSMUSG00000107668","Gm44424","predicted gene, 44424 [Source:MGI Symbol;Acc:MGI:5690816]"
"ENSMUSG00000107689","Gm44386","predicted gene, 44386 [Source:MGI Symbol;Acc:MGI:5690778]"
"ENSMUSG00000107698","Gm44430","predicted gene, 44430 [Source:MGI Symbol;Acc:MGI:5690822]"
"ENSMUSG00000107704","Gm36355","predicted gene, 36355 [Source:MGI Symbol;Acc:MGI:5595514]"
"ENSMUSG00000107709","9430018G01Rik","RIKEN cDNA 9430018G01 gene [Source:MGI Symbol;Acc:MGI:2442776]"
"ENSMUSG00000107721","Gm44261","predicted gene, 44261 [Source:MGI Symbol;Acc:MGI:5690653]"
"ENSMUSG00000107726","Gm44037","predicted gene, 44037 [Source:MGI Symbol;Acc:MGI:5690429]"
"ENSMUSG00000107734","Gm30055","predicted gene, 30055 [Source:MGI Symbol;Acc:MGI:5589214]"
"ENSMUSG00000107736","Gm44148","predicted gene, 44148 [Source:MGI Symbol;Acc:MGI:5690540]"
"ENSMUSG00000107745","Gm43917","predicted gene, 43917 [Source:MGI Symbol;Acc:MGI:5690309]"
"ENSMUSG00000107747","Gm5881","predicted gene 5881 [Source:MGI Symbol;Acc:MGI:3779532]"
"ENSMUSG00000107749","Gm44321","predicted gene, 44321 [Source:MGI Symbol;Acc:MGI:5690713]"
"ENSMUSG00000107750","Gm44013","predicted gene, 44013 [Source:MGI Symbol;Acc:MGI:5690405]"
"ENSMUSG00000107756","Gm44164","predicted gene, 44164 [Source:MGI Symbol;Acc:MGI:5690556]"
"ENSMUSG00000107760","Gm44401","predicted gene, 44401 [Source:MGI Symbol;Acc:MGI:5690793]"
"ENSMUSG00000107763","Gm43962","predicted gene, 43962 [Source:MGI Symbol;Acc:MGI:5690354]"
"ENSMUSG00000107768","Gm36582","predicted gene, 36582 [Source:MGI Symbol;Acc:MGI:5595741]"
"ENSMUSG00000107770","Gm44126","predicted gene, 44126 [Source:MGI Symbol;Acc:MGI:5690518]"
"ENSMUSG00000107788","Gm6266","predicted gene 6266 [Source:MGI Symbol;Acc:MGI:3646310]"
"ENSMUSG00000107799","Gm38825","predicted gene, 38825 [Source:MGI Symbol;Acc:MGI:5621710]"
"ENSMUSG00000107802","1700126G02Rik","RIKEN cDNA 1700126G02 gene [Source:MGI Symbol;Acc:MGI:1923898]"
"ENSMUSG00000107810","Gm18609","predicted gene, 18609 [Source:MGI Symbol;Acc:MGI:5010794]"
"ENSMUSG00000107814","Gm35876","predicted gene, 35876 [Source:MGI Symbol;Acc:MGI:5595035]"
"ENSMUSG00000107824","Gm6443","predicted gene 6443 [Source:MGI Symbol;Acc:MGI:3646734]"
"ENSMUSG00000107838","Gm45769","predicted gene 45769 [Source:MGI Symbol;Acc:MGI:5804884]"
"ENSMUSG00000107846","Gm43963","predicted gene, 43963 [Source:MGI Symbol;Acc:MGI:5690355]"
"ENSMUSG00000107853","Gm18584","predicted gene, 18584 [Source:MGI Symbol;Acc:MGI:5010769]"
"ENSMUSG00000107861","Gm44253","predicted gene, 44253 [Source:MGI Symbol;Acc:MGI:5690645]"
"ENSMUSG00000107863","Gm44389","predicted gene, 44389 [Source:MGI Symbol;Acc:MGI:5690781]"
"ENSMUSG00000107879","9330102E08Rik","RIKEN cDNA 9330102E08 gene [Source:MGI Symbol;Acc:MGI:3026973]"
"ENSMUSG00000107881","Gm44250","predicted gene, 44250 [Source:MGI Symbol;Acc:MGI:5690642]"
"ENSMUSG00000107892","Gm44524","predicted gene 44524 [Source:MGI Symbol;Acc:MGI:5753100]"
"ENSMUSG00000107906","Eif4a3l2","eukaryotic translation initiation factor 4A3 like 2 [Source:MGI Symbol;Acc:MGI:3646594]"
"ENSMUSG00000107915","Gm44014","predicted gene, 44014 [Source:MGI Symbol;Acc:MGI:5690406]"
"ENSMUSG00000107928","Gm45140","predicted gene 45140 [Source:MGI Symbol;Acc:MGI:5753716]"
"ENSMUSG00000107937","Gm44200","predicted gene, 44200 [Source:MGI Symbol;Acc:MGI:5690592]"
"ENSMUSG00000107944","Gm44280","predicted gene, 44280 [Source:MGI Symbol;Acc:MGI:5690672]"
"ENSMUSG00000107946","Gm44066","predicted gene, 44066 [Source:MGI Symbol;Acc:MGI:5690458]"
"ENSMUSG00000107950","Gm6375","predicted gene 6375 [Source:MGI Symbol;Acc:MGI:3644303]"
"ENSMUSG00000107951","Gm6210","predicted gene 6210 [Source:MGI Symbol;Acc:MGI:3643375]"
"ENSMUSG00000107952","Gm6352","predicted gene 6352 [Source:MGI Symbol;Acc:MGI:3647816]"
"ENSMUSG00000107961","Gm44036","predicted gene, 44036 [Source:MGI Symbol;Acc:MGI:5690428]"
"ENSMUSG00000107962","Gm43980","predicted gene, 43980 [Source:MGI Symbol;Acc:MGI:5690372]"
"ENSMUSG00000107968","Gm44419","predicted gene, 44419 [Source:MGI Symbol;Acc:MGI:5690811]"
"ENSMUSG00000107969","Gm44085","predicted gene, 44085 [Source:MGI Symbol;Acc:MGI:5690477]"
"ENSMUSG00000107970","Gm49058","predicted gene, 49058 [Source:MGI Symbol;Acc:MGI:6118436]"
"ENSMUSG00000107971","Gm44260","predicted gene, 44260 [Source:MGI Symbol;Acc:MGI:5690652]"
"ENSMUSG00000107990","Gm7890","predicted gene 7890 [Source:MGI Symbol;Acc:MGI:3645227]"
"ENSMUSG00000107994","D830050J10Rik","RIKEN cDNA D830050J10 gene [Source:MGI Symbol;Acc:MGI:2444203]"
"ENSMUSG00000107997","Gm44243","predicted gene, 44243 [Source:MGI Symbol;Acc:MGI:5690635]"
"ENSMUSG00000108015","Gm32591","predicted gene, 32591 [Source:MGI Symbol;Acc:MGI:5591750]"
"ENSMUSG00000108024","Gm43912","predicted gene, 43912 [Source:MGI Symbol;Acc:MGI:5690304]"
"ENSMUSG00000108026","Gm44007","predicted gene, 44007 [Source:MGI Symbol;Acc:MGI:5690399]"
"ENSMUSG00000108030","9530062K07Rik","RIKEN cDNA 9530062K07 gene [Source:MGI Symbol;Acc:MGI:1925989]"
"ENSMUSG00000108033","Gm44284","predicted gene, 44284 [Source:MGI Symbol;Acc:MGI:5690676]"
"ENSMUSG00000108034","4930557K07Rik","RIKEN cDNA 4930557K07 gene [Source:MGI Symbol;Acc:MGI:1925452]"
"ENSMUSG00000108037","Gm44597","predicted gene 44597 [Source:MGI Symbol;Acc:MGI:5753173]"
"ENSMUSG00000108042","B130021K23Rik","RIKEN cDNA B130021K23 gene [Source:MGI Symbol;Acc:MGI:2442518]"
"ENSMUSG00000108045","Gm5576","predicted pseudogene 5576 [Source:MGI Symbol;Acc:MGI:3644832]"
"ENSMUSG00000108046","Gm43924","predicted gene, 43924 [Source:MGI Symbol;Acc:MGI:5690316]"
"ENSMUSG00000108053","Gm43890","predicted gene, 43890 [Source:MGI Symbol;Acc:MGI:5690282]"
"ENSMUSG00000108064","Gm44423","predicted gene, 44423 [Source:MGI Symbol;Acc:MGI:5690815]"
"ENSMUSG00000108079","Gm44210","predicted gene, 44210 [Source:MGI Symbol;Acc:MGI:5690602]"
"ENSMUSG00000108080","Gm10209","predicted gene 10209 [Source:MGI Symbol;Acc:MGI:3641874]"
"ENSMUSG00000108094","Gm31108","predicted gene, 31108 [Source:MGI Symbol;Acc:MGI:5590267]"
"ENSMUSG00000108101","Gm45738","predicted gene 45738 [Source:MGI Symbol;Acc:MGI:5804853]"
"ENSMUSG00000108103","Gm44081","predicted gene, 44081 [Source:MGI Symbol;Acc:MGI:5690473]"
"ENSMUSG00000108107","Gm5312","predicted gene 5312 [Source:MGI Symbol;Acc:MGI:3643752]"
"ENSMUSG00000108115","Gm7039","predicted gene 7039 [Source:MGI Symbol;Acc:MGI:3779653]"
"ENSMUSG00000108120","9930120I10Rik","RIKEN cDNA 9930120I10 gene [Source:MGI Symbol;Acc:MGI:1924996]"
"ENSMUSG00000108122","Gm44116","predicted gene, 44116 [Source:MGI Symbol;Acc:MGI:5690508]"
"ENSMUSG00000108125","Gm17812","predicted gene, 17812 [Source:MGI Symbol;Acc:MGI:5009997]"
"ENSMUSG00000108126","Gm43909","predicted gene, 43909 [Source:MGI Symbol;Acc:MGI:5690301]"
"ENSMUSG00000108129","4930417O13Rik","RIKEN cDNA 4930417O13 gene [Source:MGI Symbol;Acc:MGI:1921120]"
"ENSMUSG00000108132","Gm44175","predicted gene, 44175 [Source:MGI Symbol;Acc:MGI:5690567]"
"ENSMUSG00000108137","Gm44053","predicted gene, 44053 [Source:MGI Symbol;Acc:MGI:5690445]"
"ENSMUSG00000108141","Gm44079","predicted gene, 44079 [Source:MGI Symbol;Acc:MGI:5690471]"
"ENSMUSG00000108142","Gm7498","predicted gene 7498 [Source:MGI Symbol;Acc:MGI:3646544]"
"ENSMUSG00000108154","Gm44033","predicted gene, 44033 [Source:MGI Symbol;Acc:MGI:5690425]"
"ENSMUSG00000108166","Gm44017","predicted gene, 44017 [Source:MGI Symbol;Acc:MGI:5690409]"
"ENSMUSG00000108176","Gm43965","predicted gene, 43965 [Source:MGI Symbol;Acc:MGI:5690357]"
"ENSMUSG00000108179","Gm44274","predicted gene, 44274 [Source:MGI Symbol;Acc:MGI:5690666]"
"ENSMUSG00000108181","C030015A19Rik","RIKEN cDNA C030015A19 gene [Source:MGI Symbol;Acc:MGI:1924668]"
"ENSMUSG00000108183","Gm44227","predicted gene, 44227 [Source:MGI Symbol;Acc:MGI:5690619]"
"ENSMUSG00000108190","Gm44731","predicted gene 44731 [Source:MGI Symbol;Acc:MGI:5753307]"
"ENSMUSG00000108196","Gm36328","predicted gene, 36328 [Source:MGI Symbol;Acc:MGI:5595487]"
"ENSMUSG00000108197","Gm44214","predicted gene, 44214 [Source:MGI Symbol;Acc:MGI:5690606]"
"ENSMUSG00000108199","Gm44249","predicted gene, 44249 [Source:MGI Symbol;Acc:MGI:5690641]"
"ENSMUSG00000108206","Gm44427","predicted gene, 44427 [Source:MGI Symbol;Acc:MGI:5690819]"
"ENSMUSG00000108207","1810059H22Rik","RIKEN cDNA 1810059H22 gene [Source:MGI Symbol;Acc:MGI:1917070]"
"ENSMUSG00000108228","6430584L05Rik","RIKEN cDNA 6430584L05 gene [Source:MGI Symbol;Acc:MGI:5439415]"
"ENSMUSG00000108231","Gm4045","predicted gene 4045 [Source:MGI Symbol;Acc:MGI:3782220]"
"ENSMUSG00000108232","Gm43916","predicted gene, 43916 [Source:MGI Symbol;Acc:MGI:5690308]"
"ENSMUSG00000108257","Gm44251","predicted gene, 44251 [Source:MGI Symbol;Acc:MGI:5690643]"
"ENSMUSG00000108258","Gm43913","predicted gene, 43913 [Source:MGI Symbol;Acc:MGI:5690305]"
"ENSMUSG00000108268","Gm44187","predicted gene, 44187 [Source:MGI Symbol;Acc:MGI:5690579]"
"ENSMUSG00000108276","Gm36640","predicted gene, 36640 [Source:MGI Symbol;Acc:MGI:5595799]"
"ENSMUSG00000108280","Gm8703","predicted gene 8703 [Source:MGI Symbol;Acc:MGI:3643205]"
"ENSMUSG00000108283","Gm44008","predicted gene, 44008 [Source:MGI Symbol;Acc:MGI:5690400]"
"ENSMUSG00000108291","Gm44292","predicted gene, 44292 [Source:MGI Symbol;Acc:MGI:5690684]"
"ENSMUSG00000108294","Gm44429","predicted gene, 44429 [Source:MGI Symbol;Acc:MGI:5690821]"
"ENSMUSG00000108310","Gm44712","predicted gene 44712 [Source:MGI Symbol;Acc:MGI:5753288]"
"ENSMUSG00000108368","Gm45053","predicted gene 45053 [Source:MGI Symbol;Acc:MGI:5753629]"
"ENSMUSG00000108435","Gm45051","predicted gene 45051 [Source:MGI Symbol;Acc:MGI:5753627]"
"ENSMUSG00000108472","Gm45212","predicted gene 45212 [Source:MGI Symbol;Acc:MGI:5753788]"
"ENSMUSG00000108503","Gm20949","predicted gene, 20949 [Source:MGI Symbol;Acc:MGI:5434304]"
"ENSMUSG00000108518","Gm5587","predicted gene 5587 [Source:MGI Symbol;Acc:MGI:3645641]"
"ENSMUSG00000108574","Gm44981","predicted gene 44981 [Source:MGI Symbol;Acc:MGI:5753557]"
"ENSMUSG00000108591","Particl","promoter of Mat2a antisense radiation induced circulating long non-coding RNA [Source:MGI Symbol;Acc:MGI:1925358]"
"ENSMUSG00000108607","Gm44646","predicted gene 44646 [Source:MGI Symbol;Acc:MGI:5753222]"
"ENSMUSG00000108609","Gm7424","predicted gene 7424 [Source:MGI Symbol;Acc:MGI:3644728]"
"ENSMUSG00000108660","Gm21284","predicted gene, 21284 [Source:MGI Symbol;Acc:MGI:5434639]"
"ENSMUSG00000108681","Gm17825","predicted gene, 17825 [Source:MGI Symbol;Acc:MGI:5010010]"
"ENSMUSG00000108691","Gm45226","predicted gene 45226 [Source:MGI Symbol;Acc:MGI:5753802]"
"ENSMUSG00000108772","Gm6063","predicted gene 6063 [Source:MGI Symbol;Acc:MGI:3645395]"
"ENSMUSG00000108777","Gm45081","predicted gene 45081 [Source:MGI Symbol;Acc:MGI:5753657]"
"ENSMUSG00000108813","Rpl19-ps9","ribosomal protein L19, pseudogene 9 [Source:MGI Symbol;Acc:MGI:3643398]"
"ENSMUSG00000108825","Gm45838","predicted gene 45838 [Source:MGI Symbol;Acc:MGI:5804953]"
"ENSMUSG00000108831","Gm7957","predicted gene 7957 [Source:MGI Symbol;Acc:MGI:3643208]"
"ENSMUSG00000108833","Gm17909","predicted gene, 17909 [Source:MGI Symbol;Acc:MGI:5010094]"
"ENSMUSG00000108873","Gm44609","predicted gene 44609 [Source:MGI Symbol;Acc:MGI:5753185]"
"ENSMUSG00000108878","Gm49493","predicted gene, 49493 [Source:MGI Symbol;Acc:MGI:6155171]"
"ENSMUSG00000108984","Gm44916","predicted gene 44916 [Source:MGI Symbol;Acc:MGI:5753492]"
"ENSMUSG00000109119","Gm44752","predicted gene 44752 [Source:MGI Symbol;Acc:MGI:5753328]"
"ENSMUSG00000109199","Gm44996","predicted gene 44996 [Source:MGI Symbol;Acc:MGI:5753572]"
"ENSMUSG00000109222","Gm10297","predicted pseudogene 10297 [Source:MGI Symbol;Acc:MGI:3642512]"
"ENSMUSG00000109236","Gm44833","predicted gene 44833 [Source:MGI Symbol;Acc:MGI:5753409]"
"ENSMUSG00000109244","Gm44751","predicted gene 44751 [Source:MGI Symbol;Acc:MGI:5753327]"
"ENSMUSG00000109290","Phgdh-ps1","3-phosphoglycerate dehydrogenase, pseudogene 1 [Source:MGI Symbol;Acc:MGI:1933203]"
"ENSMUSG00000109305","Smim38","small integral membrane protein 38 [Source:MGI Symbol;Acc:MGI:1916283]"
"ENSMUSG00000109428","Gm45698","predicted gene 45698 [Source:MGI Symbol;Acc:MGI:5804813]"
"ENSMUSG00000109539","Gm44667","predicted gene 44667 [Source:MGI Symbol;Acc:MGI:5753243]"
"ENSMUSG00000109556","Gm38843","predicted gene, 38843 [Source:MGI Symbol;Acc:MGI:5621728]"
"ENSMUSG00000109771","Gm35315","predicted gene, 35315 [Source:MGI Symbol;Acc:MGI:5594474]"
"ENSMUSG00000110404","Rnf223","ring finger 223 [Source:MGI Symbol;Acc:MGI:3588193]"
"ENSMUSG00000111375","Btbd8","BTB domain containing 8 [Source:MGI Symbol;Acc:MGI:3646208]"
"ENSMUSG00000114278","Gm49027","predicted gene, 49027 [Source:MGI Symbol;Acc:MGI:6118396]"
"ENSMUSG00000115026","Gm49041","predicted gene, 49041 [Source:MGI Symbol;Acc:MGI:6118414]"
"ENSMUSG00000117123","Gm49890","predicted gene, 49890 [Source:MGI Symbol;Acc:MGI:6270578]"
"ENSMUSG00000117251","Gm49891","predicted gene, 49891 [Source:MGI Symbol;Acc:MGI:6270580]"
"ENSMUSG00000118504","Gm53012","predicted gene, 53012 [Source:MGI Symbol;Acc:MGI:6388899]"
"ENSMUSG00000118505","Etv3l","ets variant 3-like [Source:MGI Symbol;Acc:MGI:3646099]"
"ENSMUSG00000118657","Gm55994","predicted gene, 55994 [Source:MGI Symbol;Acc:MGI:6848448]"
"ENSMUSG00000118662","Tctn2","tectonic family member 2 [Source:MGI Symbol;Acc:MGI:1915228]"
"ENSMUSG00000118665","Lin54","lin-54 DREAM MuvB core complex component [Source:MGI Symbol;Acc:MGI:2140902]"
"ENSMUSG00000118729","Snord88c","small nucleolar RNA, C/D box 88C [Source:MGI Symbol;Acc:MGI:3819561]"
"ENSMUSG00000119144","Gm23711","predicted gene, 23711 [Source:MGI Symbol;Acc:MGI:5453488]"
"ENSMUSG00000119649","Gm24091","predicted gene, 24091 [Source:MGI Symbol;Acc:MGI:5453868]"
"ENSMUSG00000119733","Gm25076","predicted gene, 25076 [Source:MGI Symbol;Acc:MGI:5454853]"
"ENSMUSG00000119880","Gm22716","predicted gene, 22716 [Source:MGI Symbol;Acc:MGI:5452493]"
"ENSMUSG00000119906","Gm22887","predicted gene, 22887 [Source:MGI Symbol;Acc:MGI:5452664]"
"ENSMUSG00000119942","Gm56785","predicted gene, 56785 [Source:MGI Symbol;Acc:MGI:7337483]"
"ENSMUSG00000119945","Gm57301","predicted gene, 57301 [Source:MGI Symbol;Acc:MGI:7338515]"
"ENSMUSG00000119946","Gm57269","predicted gene, 57269 [Source:MGI Symbol;Acc:MGI:7338451]"
"ENSMUSG00000119955","Gm9054","predicted gene 9054 [Source:MGI Symbol;Acc:MGI:3646918]"
"ENSMUSG00000119963","Gm57068","predicted gene, 57068 [Source:MGI Symbol;Acc:MGI:7338049]"
"ENSMUSG00000119967","Gm57284","predicted gene, 57284 [Source:MGI Symbol;Acc:MGI:7338481]"
"ENSMUSG00000119972","Gm6634","predicted gene 6634 [Source:MGI Symbol;Acc:MGI:3643829]"
"ENSMUSG00000119973","Gm30842","predicted gene, 30842 [Source:MGI Symbol;Acc:MGI:5590001]"
"ENSMUSG00000119979","Gm57253","predicted gene, 57253 [Source:MGI Symbol;Acc:MGI:7338419]"
"ENSMUSG00000119987","Gm56807","predicted gene, 56807 [Source:MGI Symbol;Acc:MGI:7337527]"
"ENSMUSG00000119993","Gm32085","predicted gene, 32085 [Source:MGI Symbol;Acc:MGI:5591244]"
"ENSMUSG00000119996","Gm57286","predicted gene, 57286 [Source:MGI Symbol;Acc:MGI:7338485]"
"ENSMUSG00000120013","Gm57273","predicted gene, 57273 [Source:MGI Symbol;Acc:MGI:7338459]"
"ENSMUSG00000120027","Gm57071","predicted gene, 57071 [Source:MGI Symbol;Acc:MGI:7338055]"
"ENSMUSG00000120032","Gm57085","predicted gene, 57085 [Source:MGI Symbol;Acc:MGI:7338083]"
"ENSMUSG00000120046","Gm33318","predicted gene, 33318 [Source:MGI Symbol;Acc:MGI:5592477]"
"ENSMUSG00000120048","Gm57084","predicted gene, 57084 [Source:MGI Symbol;Acc:MGI:7338081]"
"ENSMUSG00000120052","Gm33046","predicted gene, 33046 [Source:MGI Symbol;Acc:MGI:5592205]"
"ENSMUSG00000120053","1700064N11Rik","RIKEN cDNA 1700064N11 gene [Source:MGI Symbol;Acc:MGI:1925708]"
"ENSMUSG00000120078","Gm40124","predicted gene, 40124 [Source:MGI Symbol;Acc:MGI:5623009]"
"ENSMUSG00000120086","Gm56796","predicted gene, 56796 [Source:MGI Symbol;Acc:MGI:7337505]"
"ENSMUSG00000120121","Gm56779","predicted gene, 56779 [Source:MGI Symbol;Acc:MGI:7337471]"
"ENSMUSG00000120149","Gm36180","predicted gene, 36180 [Source:MGI Symbol;Acc:MGI:5595339]"
"ENSMUSG00000120150","Gm56816","predicted gene, 56816 [Source:MGI Symbol;Acc:MGI:7337545]"
"ENSMUSG00000120153","Gm56804","predicted gene, 56804 [Source:MGI Symbol;Acc:MGI:7337521]"
"ENSMUSG00000120160","Gm56773","predicted gene, 56773 [Source:MGI Symbol;Acc:MGI:7337459]"
"ENSMUSG00000120163","Gm56799","predicted gene, 56799 [Source:MGI Symbol;Acc:MGI:7337511]"
"ENSMUSG00000120166","Zfp33b","zinc finger protein 33B [Source:MGI Symbol;Acc:MGI:1916873]"
"ENSMUSG00000120179","Gm57255","predicted gene, 57255 [Source:MGI Symbol;Acc:MGI:7338423]"
"ENSMUSG00000120187","Gm54266","predicted gene, 54266 [Source:MGI Symbol;Acc:MGI:6723555]"
"ENSMUSG00000120211","Gm42209","predicted gene, 42209 [Source:MGI Symbol;Acc:MGI:5625094]"
"ENSMUSG00000120227","Gm57295","predicted gene, 57295 [Source:MGI Symbol;Acc:MGI:7338503]"
"ENSMUSG00000120231","Gm56783","predicted gene, 56783 [Source:MGI Symbol;Acc:MGI:7337479]"
"ENSMUSG00000120241","Gm57315","predicted gene, 57315 [Source:MGI Symbol;Acc:MGI:7338543]"
"ENSMUSG00000120262","9530077C14Rik","RIKEN cDNA 9530077C14 gene [Source:MGI Symbol;Acc:MGI:1925704]"
"ENSMUSG00000120270","Gm56928","predicted gene, 56928 [Source:MGI Symbol;Acc:MGI:7337769]"
"ENSMUSG00000120271","Gm56929","predicted gene, 56929 [Source:MGI Symbol;Acc:MGI:7337771]"
"ENSMUSG00000120276","Gm56938","predicted gene, 56938 [Source:MGI Symbol;Acc:MGI:7337789]"
"ENSMUSG00000120302","Gm57318","predicted gene, 57318 [Source:MGI Symbol;Acc:MGI:7338549]"
"ENSMUSG00000120313","Gm57283","predicted gene, 57283 [Source:MGI Symbol;Acc:MGI:7338479]"
"ENSMUSG00000120316","Gm57272","predicted gene, 57272 [Source:MGI Symbol;Acc:MGI:7338457]"
